ten,twen,threefive,fifty,sixty,sevenfive,nine
42.5806451613,42.5806451613,40.0,39.3548387097,35.8064516129,30.0,18.3870967742
47.5,46.7857142857,45.0,39.6428571429,38.2142857143,33.5714285714,20.3571428571
49.1666666667,48.3333333333,45.0,41.6666666667,40.2777777778,31.6666666667,20.2777777778
49.0909090909,49.3939393939,46.9696969697,42.7272727273,40.0,34.2424242424,18.7878787879
48.0,47.5,47.5,43.0,43.5,36.0,25.0
46.9444444444,46.6666666667,44.7222222222,43.0555555556,37.7777777778,32.7777777778,20.5555555556
48.0952380952,48.0952380952,46.1904761905,41.9047619048,37.619047619,36.1904761905,23.8095238095
50.0,46.3333333333,47.3333333333,42.0,38.6666666667,33.6666666667,17.3333333333
48.0555555556,47.7777777778,46.3888888889,43.8888888889,38.6111111111,35.5555555556,19.7222222222
47.7777777778,47.2222222222,44.7222222222,40.2777777778,37.7777777778,31.3888888889,20.2777777778
46.4705882353,46.7647058824,44.4117647059,42.6470588235,40.2941176471,36.1764705882,21.1764705882
47.1428571429,46.4285714286,45.7142857143,41.4285714286,39.2857142857,36.0714285714,20.7142857143
46.0714285714,45.3571428571,43.9285714286,41.0714285714,38.2142857143,30.0,25.0
47.5,46.6666666667,43.8888888889,41.3888888889,37.5,33.0555555556,18.3333333333
48.2352941176,46.4705882353,45.5882352941,42.9411764706,42.9411764706,34.1176470588,20.5882352941
50.0,49.5454545455,46.3636363636,46.8181818182,44.0909090909,38.1818181818,21.8181818182
49.0909090909,48.6363636364,48.1818181818,46.3636363636,42.2727272727,40.4545454545,22.7272727273
47.0,47.3333333333,41.6666666667,41.0,40.0,34.0,21.0
45.3571428571,45.3571428571,45.3571428571,42.1428571429,40.0,35.0,19.2857142857
47.0,45.3333333333,45.0,39.0,36.6666666667,33.6666666667,21.3333333333
46.6666666667,46.6666666667,44.1666666667,41.9444444444,36.6666666667,27.7777777778,12.2222222222
47.2413793103,46.8965517241,45.1724137931,40.0,37.5862068966,35.5172413793,19.3103448276
47.2413793103,46.2068965517,44.8275862069,41.724137931,37.9310344828,35.1724137931,21.3793103448
46.8,46.8,45.2,43.6,40.8,38.4,26.0
49.696969697,48.4848484848,48.1818181818,43.6363636364,40.9090909091,37.8787878788,21.2121212121
47.1428571429,47.7142857143,46.0,42.8571428571,40.5714285714,34.8571428571,20.2857142857
45.641025641,44.8717948718,43.0769230769,38.7179487179,37.1794871795,28.4615384615,12.8205128205
48.0769230769,45.3846153846,44.6153846154,43.4615384615,40.7692307692,34.2307692308,20.0
46.4864864865,45.6756756757,42.7027027027,41.0810810811,38.3783783784,33.5135135135,18.3783783784
45.75,43.0,43.5,38.25,37.0,27.25,12.5
47.1428571429,46.7857142857,46.4285714286,42.1428571429,40.3571428571,35.0,20.7142857143
45.25,44.75,43.0,39.75,35.0,28.5,13.0
48.0,48.0,45.4285714286,42.8571428571,41.4285714286,36.8571428571,20.5714285714
49.3103448276,47.5862068966,46.8965517241,41.724137931,41.3793103448,35.1724137931,20.0
43.8709677419,42.9032258065,40.0,39.0322580645,35.1612903226,30.3225806452,17.0967741935
48.5,45.5,46.0,41.5,39.5,37.5,26.5
49.3103448276,46.8965517241,44.4827586207,44.4827586207,39.6551724138,32.7586206897,19.6551724138
49.2857142857,46.7857142857,43.2142857143,41.7857142857,39.2857142857,32.5,22.1428571429
49.4736842105,48.4210526316,47.3684210526,43.1578947368,41.5789473684,35.2631578947,27.3684210526
44.7058823529,43.5294117647,42.3529411765,41.4705882353,39.1176470588,33.8235294118,20.0
48.5714285714,49.5238095238,46.6666666667,46.6666666667,44.2857142857,38.5714285714,26.1904761905
49.0909090909,48.7878787879,46.6666666667,43.9393939394,40.303030303,34.2424242424,20.0
48.7096774194,47.4193548387,45.4838709677,41.2903225806,37.7419354839,35.4838709677,20.3225806452
48.0,47.4285714286,47.1428571429,44.2857142857,40.8571428571,35.4285714286,20.8571428571
46.8965517241,46.5517241379,41.0344827586,38.275862069,38.275862069,32.7586206897,17.5862068966
48.9285714286,46.7857142857,44.6428571429,42.5,41.7857142857,31.7857142857,19.6428571429
48.6956521739,46.9565217391,47.8260869565,43.4782608696,40.8695652174,35.652173913,25.2173913043
48.0555555556,46.3888888889,45.8333333333,41.3888888889,40.5555555556,34.1666666667,19.4444444444
45.4054054054,44.5945945946,41.3513513514,37.8378378378,36.4864864865,28.3783783784,11.8918918919
48.4,48.0,46.8,44.0,40.4,36.4,20.4
48.6666666667,48.3333333333,43.6666666667,42.0,39.3333333333,33.3333333333,17.6666666667
50.0,47.8787878788,46.9696969697,44.5454545455,42.1212121212,33.6363636364,20.9090909091
46.7647058824,44.7058823529,43.5294117647,39.4117647059,37.6470588235,33.5294117647,18.2352941176
46.6666666667,45.5555555556,42.2222222222,41.8518518519,38.1481481481,34.4444444444,21.4814814815
42.8571428571,41.7857142857,41.7857142857,39.6428571429,36.0714285714,31.0714285714,17.8571428571
46.8181818182,45.9090909091,45.9090909091,43.1818181818,37.2727272727,35.4545454545,22.2727272727
47.5,47.5,46.5,43.0,40.0,37.0,26.0
49.7222222222,47.5,46.6666666667,42.5,40.8333333333,32.7777777778,19.7222222222
45.7142857143,44.2857142857,44.2857142857,40.5714285714,38.2857142857,34.8571428571,20.8571428571
42.5,42.1428571429,41.0714285714,40.3571428571,34.6428571429,33.5714285714,21.0714285714
45.8620689655,45.8620689655,45.1724137931,42.4137931034,38.9655172414,33.7931034483,18.6206896552
48.7878787879,47.2727272727,45.4545454545,40.6060606061,40.6060606061,35.1515151515,20.303030303
44.1935483871,43.8709677419,41.6129032258,39.3548387097,36.7741935484,30.9677419355,16.7741935484
48.6363636364,48.1818181818,47.2727272727,43.1818181818,42.2727272727,38.6363636364,26.3636363636
48.5714285714,47.8571428571,45.0,42.8571428571,38.9285714286,34.2857142857,22.1428571429
45.25,44.5,42.75,38.75,36.5,29.25,12.5
46.0,46.0,44.5714285714,41.1428571429,39.7142857143,32.8571428571,19.7142857143
47.4358974359,46.4102564103,41.5384615385,40.0,36.6666666667,28.7179487179,13.5897435897
48.75,48.3333333333,48.3333333333,44.5833333333,42.0833333333,38.75,26.6666666667
45.0,43.2142857143,44.2857142857,41.7857142857,40.7142857143,34.2857142857,18.9285714286
49.3103448276,45.5172413793,44.8275862069,44.8275862069,41.0344827586,33.1034482759,22.0689655172
48.5714285714,47.7142857143,46.5714285714,42.5714285714,40.0,34.2857142857,18.8571428571
47.0,47.5,46.0,42.0,39.0,37.0,28.5
47.3333333333,46.6666666667,42.3333333333,42.0,36.3333333333,32.6666666667,20.0
47.6666666667,46.3333333333,44.3333333333,44.0,40.6666666667,35.6666666667,20.6666666667
45.1851851852,43.7037037037,43.7037037037,41.1111111111,36.6666666667,33.3333333333,21.4814814815
48.9285714286,48.5714285714,47.8571428571,44.2857142857,40.0,35.3571428571,19.6428571429
46.5714285714,46.0,44.5714285714,42.2857142857,40.0,35.1428571429,18.8571428571
45.0,44.2857142857,43.9285714286,40.3571428571,35.7142857143,32.1428571429,20.3571428571
46.7647058824,45.5882352941,43.8235294118,41.1764705882,39.4117647059,35.0,19.1176470588
48.0952380952,48.5714285714,45.2380952381,41.9047619048,38.5714285714,34.7619047619,25.2380952381
45.75,45.0,43.75,40.25,36.25,28.5,12.25
48.0,48.0,46.0,42.5,39.5,37.0,24.0
47.1428571429,46.6666666667,45.7142857143,41.4285714286,40.0,36.1904761905,26.1904761905
49.6551724138,48.9655172414,45.1724137931,43.7931034483,41.3793103448,33.4482758621,19.6551724138
47.5,47.0,45.5,41.0,38.0,37.0,23.5
45.6666666667,46.6666666667,44.0,40.3333333333,35.0,30.0,19.0
50.0,48.5714285714,48.0952380952,47.619047619,40.9523809524,36.6666666667,26.6666666667
45.0,44.6428571429,43.9285714286,41.0714285714,37.5,29.2857142857,18.5714285714
44.75,44.5,44.0,39.5,36.75,28.75,12.75
46.9444444444,46.1111111111,46.1111111111,42.2222222222,38.8888888889,33.8888888889,18.8888888889
48.4848484848,47.8787878788,47.5757575758,43.0303030303,39.3939393939,34.2424242424,19.696969697
50.0,49.0909090909,44.8484848485,43.3333333333,42.4242424242,33.9393939394,20.303030303
49.0,46.0,47.0,43.0,39.5,33.0,25.5
47.8787878788,47.5757575758,45.7575757576,42.7272727273,40.6060606061,33.3333333333,19.696969697
45.1428571429,42.8571428571,42.8571428571,40.8571428571,37.7142857143,33.4285714286,20.5714285714
47.9310344828,45.1724137931,43.4482758621,39.6551724138,37.2413793103,32.7586206897,18.275862069
45.8064516129,45.8064516129,44.5161290323,38.7096774194,40.6451612903,35.4838709677,20.0
45.1351351351,44.3243243243,42.972972973,40.5405405405,40.5405405405,34.3243243243,19.7297297297
48.7878787879,49.3939393939,46.6666666667,43.0303030303,40.9090909091,33.9393939394,20.303030303
48.0,47.0,45.5,40.0,39.5,37.5,25.5
48.2857142857,46.8571428571,44.8571428571,42.0,38.2857142857,35.4285714286,20.8571428571
50.0,48.2608695652,46.5217391304,45.2173913043,42.1739130435,36.5217391304,24.7826086957
47.5862068966,45.5172413793,42.7586206897,40.3448275862,40.0,34.4827586207,22.4137931034
44.4827586207,44.4827586207,44.4827586207,40.0,36.2068965517,34.4827586207,20.6896551724
46.7647058824,45.8823529412,43.5294117647,40.8823529412,38.5294117647,35.8823529412,20.5882352941
49.0909090909,49.0909090909,46.9696969697,43.6363636364,41.5151515152,35.1515151515,20.0
47.3333333333,47.0,44.6666666667,40.3333333333,37.6666666667,32.0,21.6666666667
50.0,49.3103448276,46.8965517241,43.1034482759,42.4137931034,33.4482758621,22.4137931034
46.3157894737,46.3157894737,44.2105263158,39.4736842105,37.8947368421,32.6315789474,17.1052631579
48.5714285714,47.619047619,45.2380952381,42.8571428571,40.4761904762,33.3333333333,23.3333333333
50.0,47.2413793103,47.5862068966,42.0689655172,40.0,37.5862068966,20.3448275862
45.3333333333,45.6666666667,43.3333333333,38.3333333333,37.0,30.3333333333,18.6666666667
49.0,48.3333333333,43.3333333333,42.6666666667,38.3333333333,35.3333333333,20.6666666667
42.3333333333,41.3333333333,40.6666666667,37.3333333333,35.3333333333,30.3333333333,18.3333333333
48.6486486486,47.5675675676,46.2162162162,42.1621621622,38.6486486486,32.7027027027,20.0
48.5714285714,46.2857142857,44.2857142857,41.1428571429,38.0,33.7142857143,19.4285714286
46.3333333333,45.6666666667,44.0,44.0,40.3333333333,33.6666666667,20.0
45.7142857143,44.5714285714,43.4285714286,40.8571428571,39.4285714286,32.8571428571,20.5714285714
45.3571428571,44.2857142857,43.5714285714,40.0,40.3571428571,34.6428571429,18.5714285714
46.8,45.6,45.6,42.0,41.6,35.2,24.8
43.5714285714,42.5,41.4285714286,39.2857142857,37.1428571429,33.5714285714,20.0
47.8947368421,47.1052631579,43.9473684211,41.8421052632,39.4736842105,32.8947368421,19.7368421053
48.75,48.3333333333,47.9166666667,44.1666666667,42.9166666667,38.3333333333,27.0833333333
44.8648648649,44.5945945946,43.2432432432,41.3513513514,37.027027027,30.5405405405,19.7297297297
45.0,44.2857142857,43.9285714286,40.3571428571,35.7142857143,32.1428571429,20.3571428571
46.0,44.25,44.0,39.5,36.75,28.5,12.5
47.3333333333,45.3333333333,42.0,39.3333333333,36.3333333333,29.3333333333,17.0
45.2941176471,42.3529411765,42.3529411765,38.8235294118,36.4705882353,35.5882352941,18.8235294118
49.6551724138,47.9310344828,45.5172413793,41.3793103448,39.6551724138,31.724137931,18.9655172414
48.125,47.8125,46.5625,44.0625,41.5625,35.3125,19.375
47.2972972973,46.4864864865,44.8648648649,40.5405405405,38.1081081081,34.3243243243,20.5405405405
48.0952380952,48.0952380952,46.1904761905,43.8095238095,40.0,36.1904761905,20.9523809524
43.5483870968,43.8709677419,42.5806451613,40.3225806452,40.3225806452,36.4516129032,19.6774193548
46.1538461538,45.641025641,44.1025641026,41.7948717949,37.9487179487,28.2051282051,13.5897435897
47.5757575758,46.9696969697,43.9393939394,40.6060606061,38.1818181818,32.1212121212,20.6060606061
46.25,44.75,42.0,40.0,33.25,27.0,12.0
48.4848484848,48.4848484848,46.3636363636,44.2424242424,41.5151515152,33.9393939394,19.696969697
45.5172413793,44.4827586207,43.1034482759,40.6896551724,35.1724137931,30.6896551724,20.0
49.3103448276,48.6206896552,45.5172413793,40.3448275862,39.6551724138,31.3793103448,22.0689655172
48.6842105263,48.4210526316,43.9473684211,43.4210526316,39.2105263158,33.4210526316,19.4736842105
42.0,42.0,40.0,38.6666666667,37.3333333333,30.6666666667,17.3333333333
48.275862069,46.8965517241,44.8275862069,43.4482758621,40.0,35.1724137931,20.6896551724
48.1818181818,48.6363636364,47.7272727273,42.7272727273,41.3636363636,33.1818181818,25.0
46.0869565217,45.2173913043,42.6086956522,41.7391304348,39.1304347826,35.652173913,24.7826086957
48.1818181818,47.7272727273,46.8181818182,42.2727272727,40.0,39.0909090909,29.0909090909
43.8888888889,42.5,41.3888888889,38.3333333333,35.2777777778,26.1111111111,11.3888888889
48.0952380952,46.1904761905,44.7619047619,43.8095238095,39.5238095238,35.7142857143,26.6666666667
45.625,45.0,44.0625,40.0,38.75,34.375,17.5
45.8620689655,45.1724137931,43.7931034483,41.724137931,40.0,34.4827586207,19.6551724138
48.275862069,45.8620689655,44.1379310345,39.6551724138,40.6896551724,34.4827586207,21.0344827586
47.1428571429,45.7142857143,42.2857142857,41.7142857143,39.7142857143,35.7142857143,19.4285714286
47.1428571429,46.7857142857,46.4285714286,42.1428571429,40.3571428571,35.0,20.7142857143
45.8620689655,44.8275862069,44.1379310345,42.4137931034,40.3448275862,34.1379310345,18.275862069
46.0,44.75,42.5,39.0,37.75,29.5,11.75
46.7857142857,46.4285714286,44.6428571429,41.4285714286,38.5714285714,33.5714285714,20.7142857143
43.4482758621,42.4137931034,40.6896551724,38.275862069,36.5517241379,30.3448275862,18.275862069
48.1818181818,45.7575757576,44.8484848485,41.5151515152,38.1818181818,33.9393939394,18.4848484848
45.0,44.2857142857,43.9285714286,40.3571428571,35.7142857143,32.1428571429,20.3571428571
48.3333333333,48.3333333333,46.3888888889,44.1666666667,40.2777777778,35.5555555556,21.6666666667
50.0,49.0909090909,45.4545454545,45.1515151515,41.8181818182,33.0303030303,20.0
42.3333333333,41.3333333333,40.3333333333,37.6666666667,35.3333333333,30.0,16.0
43.8888888889,42.5,41.3888888889,38.3333333333,35.2777777778,26.1111111111,11.3888888889
46.0,45.1428571429,43.4285714286,40.2857142857,38.2857142857,32.8571428571,19.7142857143
48.6363636364,48.6363636364,48.1818181818,47.2727272727,45.4545454545,39.0909090909,22.7272727273
48.6956521739,48.6956521739,44.7826086957,40.0,36.5217391304,34.347826087,23.0434782609
46.0869565217,45.2173913043,42.6086956522,42.6086956522,38.2608695652,35.2173913043,28.2608695652
47.0,45.6666666667,43.0,40.0,39.3333333333,30.0,19.6666666667
48.0,47.3333333333,43.3333333333,42.3333333333,38.6666666667,35.0,20.3333333333
46.1764705882,46.4705882353,42.9411764706,40.8823529412,38.2352941176,33.2352941176,20.5882352941
46.8965517241,45.8620689655,43.7931034483,40.3448275862,38.6206896552,33.4482758621,20.0
47.2727272727,47.2727272727,44.8484848485,41.5151515152,38.7878787879,32.7272727273,19.696969697
45.1724137931,44.8275862069,42.0689655172,38.6206896552,35.5172413793,31.724137931,17.2413793103
45.4054054054,44.5945945946,43.5135135135,37.8378378378,34.3243243243,27.2972972973,11.3513513514
45.6756756757,44.5945945946,42.7027027027,38.3783783784,34.5945945946,27.027027027,12.1621621622
50.0,49.1304347826,48.2608695652,45.2173913043,41.7391304348,36.9565217391,22.1739130435
47.4358974359,46.6666666667,45.1282051282,40.7692307692,38.7179487179,31.2820512821,13.5897435897
46.9444444444,45.5555555556,44.1666666667,41.1111111111,41.1111111111,33.3333333333,21.6666666667
46.7647058824,44.7058823529,44.1176470588,42.3529411765,39.1176470588,35.2941176471,21.4705882353
49.1304347826,49.5652173913,48.6956521739,45.652173913,41.7391304348,40.4347826087,22.6086956522
47.0,46.75,45.5,42.25,39.25,30.5,13.25
43.8461538462,43.0769230769,42.3076923077,40.5128205128,36.9230769231,30.0,13.5897435897
49.5652173913,49.5652173913,48.2608695652,44.7826086957,40.8695652174,36.5217391304,20.8695652174
45.1612903226,43.2258064516,42.9032258065,40.6451612903,42.2580645161,35.4838709677,18.3870967742
49.6551724138,47.5862068966,45.8620689655,43.4482758621,41.0344827586,32.7586206897,20.3448275862
47.1794871795,45.641025641,43.0769230769,40.0,38.7179487179,28.9743589744,13.5897435897
46.9230769231,45.8974358974,44.6153846154,39.2307692308,37.1794871795,26.9230769231,13.0769230769
46.25,45.625,45.3125,41.25,38.4375,35.9375,21.5625
48.0,47.5,44.5,41.5,42.5,37.5,28.5
48.5714285714,48.0952380952,46.6666666667,42.8571428571,40.0,37.1428571429,27.619047619
43.8888888889,42.5,41.3888888889,38.3333333333,35.2777777778,26.1111111111,11.3888888889
48.5714285714,47.1428571429,45.3571428571,41.0714285714,37.8571428571,33.9285714286,24.2857142857
44.0,43.3333333333,42.3333333333,39.6666666667,35.6666666667,31.6666666667,17.6666666667
46.0,46.0,45.3333333333,39.0,41.0,35.0,19.3333333333
48.275862069,44.4827586207,44.4827586207,43.7931034483,39.6551724138,31.0344827586,18.9655172414
47.7777777778,45.9259259259,44.4444444444,41.4814814815,41.1111111111,34.4444444444,19.2592592593
49.5454545455,46.8181818182,44.0909090909,42.2727272727,41.3636363636,35.0,23.1818181818
47.6315789474,47.6315789474,45.5263157895,41.3157894737,40.0,34.7368421053,19.4736842105
48.7878787879,49.3939393939,46.9696969697,45.1515151515,41.2121212121,34.2424242424,20.6060606061
44.75,44.5,42.75,39.25,37.25,29.25,12.5
47.6923076923,46.4102564103,44.1025641026,42.0512820513,37.9487179487,34.358974359,18.9743589744
47.1428571429,44.2857142857,44.0,41.4285714286,38.5714285714,33.1428571429,20.5714285714
47.6470588235,46.7647058824,43.8235294118,40.2941176471,37.0588235294,33.5294117647,22.3529411765
44.8275862069,43.4482758621,41.0344827586,38.9655172414,35.1724137931,31.724137931,17.2413793103
44.4827586207,43.7931034483,42.0689655172,37.2413793103,33.7931034483,30.3448275862,17.9310344828
47.5862068966,45.1724137931,45.1724137931,37.9310344828,36.8965517241,31.724137931,19.3103448276
48.064516129,47.7419354839,46.4516129032,43.5483870968,42.2580645161,35.4838709677,21.6129032258
47.2727272727,46.0606060606,41.5151515152,40.303030303,36.3636363636,31.5151515152,20.6060606061
48.0,45.5,44.75,40.25,36.0,29.0,12.75
45.25,44.5,42.75,38.75,36.5,29.25,12.5
46.3157894737,45.2631578947,44.2105263158,43.4210526316,39.7368421053,35.5263157895,20.7894736842
45.0,44.2857142857,43.9285714286,40.3571428571,35.7142857143,32.1428571429,20.3571428571
48.4848484848,48.1818181818,47.2727272727,42.1212121212,40.6060606061,30.9090909091,19.3939393939
48.0952380952,47.1428571429,45.2380952381,44.7619047619,40.9523809524,33.8095238095,24.2857142857
43.5714285714,43.2142857143,41.7857142857,40.3571428571,36.0714285714,32.5,18.9285714286
46.7647058824,45.8823529412,43.5294117647,40.0,37.9411764706,33.5294117647,20.5882352941
