,feats,400_ten_aft,400_twen_aft,400_threefive_aft,400_fifty_aft,400_sixty_aft,400_sevenfive_aft,400_nine_bef
0,feat1,0.3057544458303934,0.2519780484139826,0.3123856910301207,0.2786003928659043,0.24868708211675652,0.17975634992788173,0.04384740696560722
1,feat2,0.15587787527098956,0.14112762940643972,0.10427939758141383,0.11375635166810802,0.09630530602596672,0.09541119929625012,0.08114023790761687
2,feat3,0.11726299196812472,0.08063429629241253,0.0979034413678409,0.13607858841919998,0.10522831481129934,0.1283129655434038,0.07576797417768884
3,feat5,0.02584563209317592,,0.0546800752824445,0.04121858527791877,0.06152829728374707,0.06240296946838086,0.04910170706926507
4,feat6,0.08713975388187561,,,,,,0.004278837875228958
5,feat8,0.14668809222540233,0.1387560852587606,0.062265617325699074,0.03915855650590511,0.05490796187040539,,0.017470827694119007
6,feat9,0.07211982621861128,0.1389923919296046,0.07830574079785799,0.06262871476463233,0.036913948047407,0.04923203264184864,0.026004879716626683
7,feat11,0.089311382511427,,,0.04970546662644517,0.06166606231001834,0.08291135489641042,0.047826659978447185
8,feat14,,0.08454143667016105,0.07556597125696062,0.08810434030649446,0.0647457595187129,0.06337742778635605,0.0845396803345967
9,feat91,,0.06090933112081384,0.04803944211874173,,,,0.004492401857847026
10,feat131,,0.10306078090782533,0.042872909639317745,0.012154356867008786,0.05915355274827298,0.046930353984602234,0.06989979302086911
11,feat19,,,0.058303625565074096,0.050675448489811606,0.07513059688769382,0.07592657187730154,0.048589675734976176
12,feat59,,,0.028055995862805442,,,,0.0016431042808734177
13,feat125,,,0.037342092171723296,0.07173905330840395,0.08294982050856706,0.13896555346613865,0.10617631857254355
14,feat62,,,,0.056180144900167324,0.05278329787115286,0.07677322111142605,0.10656008121434367
15,feat7,,,,,,,0.0050410054181979115
16,feat12,,,,,,,0.0009855409146657507
17,feat13,,,,,,,0.007135385816753685
18,feat16,,,,,,,0.016490169642075805
19,feat18,,,,,,,0.000333141993730902
20,feat20,,,,,,,0.01277429922290641
21,feat21,,,,,,,0.007208486377141584
22,feat22,,,,,,,0.0068919965786213505
23,feat24,,,,,,,0.0037607188476825727
24,feat31,,,,,,,0.0030816404771305955
25,feat33,,,,,,,0.005057219905412221
26,feat36,,,,,,,0.014246362777912863
27,feat39,,,,,,,0.0001161297956345084
28,feat47,,,,,,,0.003934235900378784
29,feat49,,,,,,,4.064021251792456e-05
30,feat51,,,,,,,0.0010584693269354763
31,feat52,,,,,,,0.033161924879579384
32,feat54,,,,,,,0.00567028456134292
33,feat55,,,,,,,0.0
34,feat63,,,,,,,0.015739720203054607
35,feat67,,,,,,,0.0
36,feat68,,,,,,,0.00010458482776944079
37,feat69,,,,,,,0.026006249259095816
38,feat70,,,,,,,0.01404501140622635
39,feat81,,,,,,,0.008909906261375196
40,feat84,,,,,,,0.0006710547720847227
41,feat86,,,,,,,0.0
42,feat87,,,,,,,0.0032943803192746093
43,feat88,,,,,,,0.000606089472305767
44,feat92,,,,,,,0.010328412237428298
45,feat104,,,,,,,0.011855764319571464
46,feat116,,,,,,,0.00816440340812935
47,feat143,,,,,,,0.00035117934877817216
48,feat151,,,,,,,0.0006416192270458124
49,feat157,,,,,,,0.00022951623951654047
50,feat177,,,,,,,0.004724288729327156
51,feat208,,,,,,,5.809197466532842e-07
